Empresa;Dt. Fechamento;Cód. Item;Descrição; Estoque de Abertura ; Vol. Recebido ; Vol. Disponível ; Vol. Total das Saídas ; Estoque Escritural ; Vl. Perda ; Vl. Ganho ; Estoque de Fechamento ; [1310] Tanque ; [1310] Estoque de Abertura ; [1310] Vol. Recebido ; [1310] Vol. Disponível ; [1310] Vol. Total das Saídas ; [1310] Estoque Escritural ; [1310] Vl. Perda ; [1310] Vl. Ganho ; [1310] Vol. Aferido 
POSTO TESTE - Matriz;27/04/2019;782;DIESEL B S10 COMUM;3.630,00; -   ;3.630,00;489,56;3.140,44;2,44; -   ;3.138,00;6;3.630,00; -   ;3.630,00;489,56;3.140,44;2,44; -   ;3.138,00
POSTO TESTE - Matriz;28/04/2019;1;GASOLINA COMUM;11.383,00; -   ;11.383,00;1.527,05;9.855,95; -   ;14,05;9.870,00;3;11.383,00; -   ;11.383,00;1.527,05;9.855,95; -   ;14,05;9.870,00
POSTO TESTE - Matriz;28/04/2019;2;GASOLINA ADITIVADA;1.990,00; -   ;1.990,00;862,96;1.127,04;2,04; -   ;1.125,00;1;1.990,00; -   ;1.990,00;862,96;1.127,04;2,04; -   ;1.125,00
POSTO TESTE - Matriz;28/04/2019;3;ETANOL COMUM;7.199,00; -   ;7.199,00;1.477,21;5.721,79; -   ;30,21;5.752,00;2;7.199,00; -   ;7.199,00;1.477,21;5.721,79; -   ;30,21;5.752,00
POSTO TESTE - Matriz;28/04/2019;782;DIESEL B S10 COMUM;3.138,00; -   ;3.138,00;406,61;2.731,39; -   ;10,61;2.742,00;6;3.138,00; -   ;3.138,00;406,61;2.731,39; -   ;10,61;2.742,00
POSTO TESTE - Matriz;29/04/2019;1;GASOLINA COMUM;9.870,00;5.000,00;14.870,00;2.719,11;12.150,89; -   ;54,11;12.205,00;3;9.870,00;5.000,00;14.870,00;2.719,11;12.150,89; -   ;54,11;12.205,00
POSTO TESTE - Matriz;29/04/2019;2;GASOLINA ADITIVADA;1.125,00;5.000,00;6.125,00;1.035,22;5.089,78;25; -   ;5.065,00;1;1.125,00;5.000,00;6.125,00;1.035,22;5.089,78;25; -   ;5.065,00
POSTO TESTE - Matriz;29/04/2019;3;ETANOL COMUM;5.752,00; -   ;5.752,00;1.734,57;4.017,43; -   ;21,57;4.039,00;2;5.752,00; -   ;5.752,00;1.734,57;4.017,43; -   ;21,57;4.039,00
POSTO TESTE - Matriz;29/04/2019;782;DIESEL B S10 COMUM;2.742,00; -   ;2.742,00;468,58;2.273,42; -   ;1,58;2.275,00;6;2.742,00; -   ;2.742,00;468,58;2.273,42; -   ;1,58;2.275,00
POSTO TESTE - Matriz;05/05/2019;3;ETANOL COMUM;3.947,00; -   ;3.947,00;1.569,39;2.377,61;8,61; -   ;2.369,00;2;3.947,00; -   ;3.947,00;1.569,39;2.377,61;8,61; -   ;2.369,00
POSTO TESTE - Matriz;05/05/2019;782;DIESEL B S10 COMUM;5.279,00; -   ;5.279,00;143,22;5.135,78;9,78; -   ;5.126,00;6;5.279,00; -   ;5.279,00;143,22;5.135,78;9,78; -   ;5.126,00
POSTO TESTE - Matriz;06/05/2019;1;GASOLINA COMUM;9.844,00;5.000,00;14.844,00;3.261,58;11.582,42; -   ;9,58;11.592,00;3;9.844,00;5.000,00;14.844,00;3.261,58;11.582,42; -   ;9,58;11.592,00
POSTO TESTE - Matriz;06/05/2019;2;GASOLINA ADITIVADA;6.780,00; -   ;6.780,00;1.450,65;5.329,35;13,35; -   ;5.316,00;1;6.780,00; -   ;6.780,00;1.450,65;5.329,35;13,35; -   ;5.316,00
POSTO TESTE - Matriz;06/05/2019;3;ETANOL COMUM;2.369,00;5.000,00;7.369,00;1.971,66;5.397,34; -   ;8,66;5.406,00;2;2.369,00;5.000,00;7.369,00;1.971,66;5.397,34; -   ;8,66;5.406,00
POSTO TESTE - Matriz;06/05/2019;782;DIESEL B S10 COMUM;5.126,00; -   ;5.126,00;665,9;4.460,10;14,1; -   ;4.446,00;6;5.126,00; -   ;5.126,00;665,9;4.460,10;14,1; -   ;4.446,00
POSTO TESTE - Matriz;07/05/2019;1;GASOLINA COMUM;11.592,00; -   ;11.592,00;2.999,14;8.592,86;21,86; -   ;8.571,00;3;11.592,00; -   ;11.592,00;2.999,14;8.592,86;21,86; -   ;8.571,00
POSTO TESTE - Matriz;07/05/2019;2;GASOLINA ADITIVADA;5.316,00; -   ;5.316,00;1.758,20;3.557,80;7,8; -   ;3.550,00;1;5.316,00; -   ;5.316,00;1.758,20;3.557,80;7,8; -   ;3.550,00
POSTO TESTE - Matriz;07/05/2019;3;ETANOL COMUM;5.406,00; -   ;5.406,00;1.968,02;3.437,98; -   ;7,02;3.445,00;2;5.406,00; -   ;5.406,00;1.968,02;3.437,98; -   ;7,02;3.445,00
POSTO TESTE - Matriz;07/05/2019;782;DIESEL B S10 COMUM;4.446,00; -   ;4.446,00;706,46;3.739,54;15,54; -   ;3.724,00;6;4.446,00; -   ;4.446,00;706,46;3.739,54;15,54; -   ;3.724,00
POSTO TESTE - Matriz;08/05/2019;1;GASOLINA COMUM;8.571,00;5.000,00;13.571,00;2.947,57;10.623,43; -   ;9,57;10.633,00;3;8.571,00;5.000,00;13.571,00;2.947,57;10.623,43; -   ;9,57;10.633,00
POSTO TESTE - Matriz;08/05/2019;2;GASOLINA ADITIVADA;3.550,00; -   ;3.550,00;1.271,02;2.278,98; -   ;1,02;2.280,00;1;3.550,00; -   ;3.550,00;1.271,02;2.278,98; -   ;1,02;2.280,00
POSTO TESTE - Matriz;08/05/2019;3;ETANOL COMUM;3.445,00;5.000,00;8.445,00;1.998,48;6.446,52; -   ;9,49;6.456,00;2;3.445,00;5.000,00;8.445,00;1.998,48;6.446,52; -   ;9,49;6.456,00
POSTO TESTE - Matriz;08/05/2019;782;DIESEL B S10 COMUM;3.724,00; -   ;3.724,00;662,8;3.061,20;11,2; -   ;3.050,00;6;3.724,00; -   ;3.724,00;662,8;3.061,20;11,2; -   ;3.050,00
POSTO TESTE - Matriz;09/05/2019;1;GASOLINA COMUM;10.633,00;5.000,00;15.633,00;2.699,07;12.933,93; -   ;5,07;12.939,00;3;10.633,00;5.000,00;15.633,00;2.699,07;12.933,93; -   ;5,07;12.939,00
POSTO TESTE - Matriz;09/05/2019;2;GASOLINA ADITIVADA;2.280,00;5.000,00;7.280,00;1.334,83;5.945,17; -   ;2,83;5.948,00;1;2.280,00;5.000,00;7.280,00;1.334,83;5.945,17; -   ;2,83;5.948,00
POSTO TESTE - Matriz;09/05/2019;3;ETANOL COMUM;6.456,00; -   ;6.456,00;1.780,51;4.675,49;5,49; -   ;4.670,00;2;6.456,00; -   ;6.456,00;1.780,51;4.675,49;5,49; -   ;4.670,00
POSTO TESTE - Matriz;09/05/2019;782;DIESEL B S10 COMUM;3.050,00; -   ;3.050,00;348,97;2.701,03;6,03; -   ;2.695,00;6;3.050,00; -   ;3.050,00;348,97;2.701,03;6,03; -   ;2.695,00
POSTO TESTE - Matriz;10/05/2019;1;GASOLINA COMUM;12.939,00; -   ;12.939,00;3.310,71;9.628,29;20,29; -   ;9.608,00;3;12.939,00; -   ;12.939,00;3.310,71;9.628,29;20,29; -   ;9.608,00
POSTO TESTE - Matriz;10/05/2019;2;GASOLINA ADITIVADA;5.948,00; -   ;5.948,00;2.139,08;3.808,92;2,82; -   ;3.806,00;1;5.948,00; -   ;5.948,00;2.139,08;3.808,92;2,82; -   ;3.806,00
POSTO TESTE - Matriz;10/05/2019;3;ETANOL COMUM;4.670,00; -   ;4.670,00;2.073,83;2.596,17; -   ;4,83;2.601,00;2;4.670,00; -   ;4.670,00;2.073,83;2.596,17; -   ;4,83;2.601,00
POSTO TESTE - Matriz;10/05/2019;782;DIESEL B S10 COMUM;2.695,00; -   ;2.695,00;550,43;2.144,57;11,57; -   ;2.133,00;6;2.695,00; -   ;2.695,00;550,43;2.144,57;11,57; -   ;2.133,00
POSTO TESTE - Matriz;11/05/2019;1;GASOLINA COMUM;9.608,00;5.000,00;14.608,00;2.937,31;11.670,69; -   ;9,31;11.680,00;3;9.608,00;5.000,00;14.608,00;2.937,31;11.670,69; -   ;9,31;11.680,00
POSTO TESTE - Matriz;11/05/2019;2;GASOLINA ADITIVADA;3.806,00; -   ;3.806,00;1.297,40;2.508,60;1,6; -   ;2.507,00;1;3.806,00; -   ;3.806,00;1.297,40;2.508,60;1,6; -   ;2.507,00
POSTO TESTE - Matriz;11/05/2019;3;ETANOL COMUM;2.601,00;5.000,00;7.601,00;1.738,06;5.862,94; -   ;4,06;5.867,00;2;2.601,00;5.000,00;7.601,00;1.738,06;5.862,94; -   ;4,06;5.867,00
POSTO TESTE - Matriz;11/05/2019;782;DIESEL B S10 COMUM;2.133,00; -   ;2.133,00;392,19;1.740,81;5,81; -   ;1.735,00;6;2.133,00; -   ;2.133,00;392,19;1.740,81;5,81; -   ;1.735,00
POSTO TESTE - Matriz;12/05/2019;1;GASOLINA COMUM;11.680,00; -   ;11.680,00;2.831,66;8.848,34;10,34; -   ;8.838,00;3;11.680,00; -   ;11.680,00;2.831,66;8.848,34;10,34; -   ;8.838,00
POSTO TESTE - Matriz;12/05/2019;2;GASOLINA ADITIVADA;2.507,00; -   ;2.507,00;766,51;1.740,49; -   ;4,51;1.745,00;1;2.507,00; -   ;2.507,00;766,51;1.740,49; -   ;4,51;1.745,00
POSTO TESTE - Matriz;12/05/2019;3;ETANOL COMUM;5.867,00; -   ;5.867,00;1.315,95;4.551,05; -   ;12,95;4.564,00;2;5.867,00; -   ;5.867,00;1.315,95;4.551,05; -   ;12,95;4.564,00
POSTO TESTE - Matriz;12/05/2019;782;DIESEL B S10 COMUM;1.735,00; -   ;1.735,00;224,71;1.510,29;1,29; -   ;1.509,00;6;1.735,00; -   ;1.735,00;224,71;1.510,29;1,29; -   ;1.509,00
POSTO TESTE - Matriz;13/05/2019;1;GASOLINA COMUM;8.838,00;5.000,00;13.838,00;2.994,03;10.843,97; -   ;3,03;10.847,00;3;8.838,00;5.000,00;13.838,00;2.994,03;10.843,97; -   ;3,03;10.847,00
POSTO TESTE - Matriz;13/05/2019;2;GASOLINA ADITIVADA;1.745,00;5.000,00;6.745,00;1.446,42;5.298,58; -   ;7,42;5.306,00;1;1.745,00;5.000,00;6.745,00;1.446,42;5.298,58; -   ;7,42;5.306,00
POSTO TESTE - Matriz;13/05/2019;3;ETANOL COMUM;4.564,00; -   ;4.564,00;1.900,19;2.663,81;8,81; -   ;2.655,00;2;4.564,00; -   ;4.564,00;1.900,19;2.663,81;8,81; -   ;2.655,00
POSTO TESTE - Matriz;13/05/2019;782;DIESEL B S10 COMUM;1.509,00;5.000,00;6.509,00;837,48;5.671,52; -   ;17,48;5.689,00;6;1.509,00;5.000,00;6.509,00;837,48;5.671,52; -   ;17,48;5.689,00
POSTO TESTE - Matriz;14/05/2019;1;GASOLINA COMUM;10.847,00;5.000,00;15.847,00;3.140,11;12.706,89; -   ;34,11;12.741,00;3;10.847,00;5.000,00;15.847,00;3.140,11;12.706,89; -   ;34,11;12.741,00
POSTO TESTE - Matriz;14/05/2019;2;GASOLINA ADITIVADA;5.306,00; -   ;5.306,00;1.064,54;4.241,46; -   ;9,54;4.251,00;1;5.306,00; -   ;5.306,00;1.064,54;4.241,46; -   ;9,54;4.251,00
POSTO TESTE - Matriz;14/05/2019;3;ETANOL COMUM;2.655,00;5.000,00;7.655,00;1.650,91;6.004,09; -   ;15,91;6.020,00;2;2.655,00;5.000,00;7.655,00;1.650,91;6.004,09; -   ;15,91;6.020,00
POSTO TESTE - Matriz;14/05/2019;782;DIESEL B S10 COMUM;5.689,00; -   ;5.689,00;364,89;5.324,11; -   ;25,89;5.350,00;6;5.689,00; -   ;5.689,00;364,89;5.324,11; -   ;25,89;5.350,00
POSTO TESTE - Matriz;15/05/2019;1;GASOLINA COMUM;12.741,00; -   ;12.741,00;3.033,28;9.707,72;1,72; -   ;9.706,00;3;12.741,00; -   ;12.741,00;3.033,28;9.707,72;1,72; -   ;9.706,00
POSTO TESTE - Matriz;15/05/2019;2;GASOLINA ADITIVADA;4.251,00; -   ;4.251,00;1.121,63;3.129,37; -   ;5,63;3.135,00;1;4.251,00; -   ;4.251,00;1.121,63;3.129,37; -   ;5,63;3.135,00
POSTO TESTE - Matriz;15/05/2019;3;ETANOL COMUM;6.020,00; -   ;6.020,00;1.772,75;4.247,25; -   ;1,75;4.249,00;2;6.020,00; -   ;6.020,00;1.772,75;4.247,25; -   ;1,75;4.249,00
POSTO TESTE - Matriz;15/05/2019;782;DIESEL B S10 COMUM;5.350,00; -   ;5.350,00;470,28;4.879,72; -   ;1,28;4.881,00;6;5.350,00; -   ;5.350,00;470,28;4.879,72; -   ;1,28;4.881,00
POSTO TESTE - Matriz;16/05/2019;1;GASOLINA COMUM;9.706,00;5.000,00;14.706,00;3.786,77;10.919,23; -   ;16,77;10.936,00;3;9.706,00;5.000,00;14.706,00;3.786,77;10.919,23; -   ;16,77;10.936,00
POSTO TESTE - Matriz;16/05/2019;2;GASOLINA ADITIVADA;3.135,00;5.000,00;8.135,00;987,36;7.147,64; -   ;12,36;7.160,00;1;3.135,00;5.000,00;8.135,00;987,36;7.147,64; -   ;12,36;7.160,00
POSTO TESTE - Matriz;16/05/2019;3;ETANOL COMUM;4.249,00; -   ;4.249,00;1.993,65;2.255,35;5,35; -   ;2.250,00;2;4.249,00; -   ;4.249,00;1.993,65;2.255,35;5,35; -   ;2.250,00
POSTO TESTE - Matriz;16/05/2019;782;DIESEL B S10 COMUM;4.881,00; -   ;4.881,00;744,66;4.136,34;14,34; -   ;4.122,00;6;4.881,00; -   ;4.881,00;744,66;4.136,34;14,34; -   ;4.122,00
POSTO TESTE - Matriz;17/05/2019;1;GASOLINA COMUM;10.936,00;10.000,00;20.936,00;3.537,88;17.398,12; -   ;26,88;17.425,00;3;10.936,00;10.000,00;20.936,00;3.537,88;17.398,12; -   ;26,88;17.425,00
POSTO TESTE - Matriz;17/05/2019;2;GASOLINA ADITIVADA;7.160,00; -   ;7.160,00;1.785,74;5.374,26;4,26; -   ;5.370,00;1;7.160,00; -   ;7.160,00;1.785,74;5.374,26;4,26; -   ;5.370,00
POSTO TESTE - Matriz;17/05/2019;3;ETANOL COMUM;2.250,00;5.000,00;7.250,00;2.083,60;5.166,40; -   ;9,6;5.176,00;2;2.250,00;5.000,00;7.250,00;2.083,60;5.166,40; -   ;9,6;5.176,00
POSTO TESTE - Matriz;17/05/2019;782;DIESEL B S10 COMUM;4.122,00; -   ;4.122,00;508,23;3.613,77;6,77; -   ;3.607,00;6;4.122,00; -   ;4.122,00;508,23;3.613,77;6,77; -   ;3.607,00
POSTO TESTE - Matriz;18/05/2019;1;GASOLINA COMUM;17.425,00; -   ;17.425,00;4.194,89;13.230,11;15,11; -   ;13.215,00;3;17.425,00; -   ;17.425,00;4.194,89;13.230,11;15,11; -   ;13.215,00
POSTO TESTE - Matriz;18/05/2019;2;GASOLINA ADITIVADA;5.370,00; -   ;5.370,00;1.006,34;4.363,66; -   ;7,34;4.371,00;1;5.370,00; -   ;5.370,00;1.006,34;4.363,66; -   ;7,34;4.371,00
POSTO TESTE - Matriz;18/05/2019;3;ETANOL COMUM;5.176,00; -   ;5.176,00;1.220,27;3.955,73; -   ;1,27;3.957,00;2;5.176,00; -   ;5.176,00;1.220,27;3.955,73; -   ;1,27;3.957,00
POSTO TESTE - Matriz;18/05/2019;782;DIESEL B S10 COMUM;3.607,00; -   ;3.607,00;386,48;3.220,52;6,52; -   ;3.214,00;6;3.607,00; -   ;3.607,00;386,48;3.220,52;6,52; -   ;3.214,00
POSTO TESTE - Matriz;19/05/2019;1;GASOLINA COMUM;13.215,00; -   ;13.215,00;2.727,20;10.487,80;18,8; -   ;10.469,00;3;13.215,00; -   ;13.215,00;2.727,20;10.487,80;18,8; -   ;10.469,00
POSTO TESTE - Matriz;19/05/2019;2;GASOLINA ADITIVADA;4.371,00; -   ;4.371,00;668,27;3.702,73;0,73; -   ;3.702,00;1;4.371,00; -   ;4.371,00;668,27;3.702,73;0,73; -   ;3.702,00
POSTO TESTE - Matriz;19/05/2019;3;ETANOL COMUM;3.957,00; -   ;3.957,00;859,69;3.097,31;9,31; -   ;3.088,00;2;3.957,00; -   ;3.957,00;859,69;3.097,31;9,31; -   ;3.088,00
POSTO TESTE - Matriz;19/05/2019;782;DIESEL B S10 COMUM;3.214,00; -   ;3.214,00;337,56;2.876,44;9,44; -   ;2.867,00;6;3.214,00; -   ;3.214,00;337,56;2.876,44;9,44; -   ;2.867,00
POSTO TESTE - Matriz;20/05/2019;1;GASOLINA COMUM;10.469,00;5.000,00;15.469,00;3.368,33;12.100,67; -   ;10,33;12.111,00;3;10.469,00;5.000,00;15.469,00;3.368,33;12.100,67; -   ;10,33;12.111,00
POSTO TESTE - Matriz;20/05/2019;2;GASOLINA ADITIVADA;3.702,00; -   ;3.702,00;1.026,87;2.675,13;5,13; -   ;2.670,00;1;3.702,00; -   ;3.702,00;1.026,87;2.675,13;5,13; -   ;2.670,00
POSTO TESTE - Matriz;20/05/2019;3;ETANOL COMUM;3.088,00;5.000,00;8.088,00;1.470,08;6.617,92; -   ;8,08;6.626,00;2;3.088,00;5.000,00;8.088,00;1.470,08;6.617,92; -   ;8,08;6.626,00
POSTO TESTE - Matriz;20/05/2019;782;DIESEL B S10 COMUM;2.867,00; -   ;2.867,00;699,24;2.167,76;8,76; -   ;2.159,00;6;2.867,00; -   ;2.867,00;699,24;2.167,76;8,76; -   ;2.159,00
POSTO TESTE - Matriz;21/05/2019;1;GASOLINA COMUM;12.111,00;5.000,00;17.111,00;3.095,28;14.015,72; -   ;37,28;14.053,00;3;12.111,00;5.000,00;17.111,00;3.095,28;14.015,72; -   ;37,28;14.053,00
POSTO TESTE - Matriz;21/05/2019;2;GASOLINA ADITIVADA;2.670,00;5.000,00;7.670,00;1.524,97;6.145,03; -   ;29,97;6.175,00;1;2.670,00;5.000,00;7.670,00;1.524,97;6.145,03; -   ;29,97;6.175,00
POSTO TESTE - Matriz;21/05/2019;3;ETANOL COMUM;6.626,00; -   ;6.626,00;1.583,86;5.042,14;2,14; -   ;5.040,00;2;6.626,00; -   ;6.626,00;1.583,86;5.042,14;2,14; -   ;5.040,00
POSTO TESTE - Matriz;21/05/2019;782;DIESEL B S10 COMUM;2.159,00; -   ;2.159,00;618,46;1.540,54;2,54; -   ;1.538,00;6;2.159,00; -   ;2.159,00;618,46;1.540,54;2,54; -   ;1.538,00
POSTO TESTE - Matriz;22/05/2019;1;GASOLINA COMUM;14.053,00;5.000,00;19.053,00;2.706,29;16.346,71; -   ;1,29;16.348,00;3;14.053,00;5.000,00;19.053,00;2.706,29;16.346,71; -   ;1,29;16.348,00
POSTO TESTE - Matriz;22/05/2019;2;GASOLINA ADITIVADA;6.175,00; -   ;6.175,00;1.279,60;4.895,40; -   ;14,6;4.910,00;1;6.175,00; -   ;6.175,00;1.279,60;4.895,40; -   ;14,6;4.910,00
POSTO TESTE - Matriz;22/05/2019;3;ETANOL COMUM;5.040,00; -   ;5.040,00;1.562,80;3.477,20; -   ;4,8;3.482,00;2;5.040,00; -   ;5.040,00;1.562,80;3.477,20; -   ;4,8;3.482,00
POSTO TESTE - Matriz;22/05/2019;782;DIESEL B S10 COMUM;1.538,00;5.000,00;6.538,00;381,77;6.156,23; -   ;19,77;6.176,00;6;1.538,00;5.000,00;6.538,00;381,77;6.156,23; -   ;19,77;6.176,00
POSTO TESTE - Matriz;23/05/2019;1;GASOLINA COMUM;16.348,00; -   ;16.348,00;2.736,63;13.611,37; -   ;14,63;13.626,00;3;16.348,00; -   ;16.348,00;2.736,63;13.611,37; -   ;14,63;13.626,00
POSTO TESTE - Matriz;23/05/2019;2;GASOLINA ADITIVADA;4.910,00;5.000,00;9.910,00;1.018,31;8.891,69; -   ;23,31;8.915,00;1;4.910,00;5.000,00;9.910,00;1.018,31;8.891,69; -   ;23,31;8.915,00
POSTO TESTE - Matriz;23/05/2019;3;ETANOL COMUM;3.482,00;5.000,00;8.482,00;1.677,89;6.804,11; -   ;8,89;6.813,00;2;3.482,00;5.000,00;8.482,00;1.677,89;6.804,11; -   ;8,89;6.813,00
POSTO TESTE - Matriz;23/05/2019;782;DIESEL B S10 COMUM;6.176,00; -   ;6.175,00;898,15;5.276,85;1,85; -   ;5.275,00;6;6.176,00; -   ;6.175,00;898,15;5.276,85;1,85; -   ;5.275,00
POSTO TESTE - Matriz;24/05/2019;1;GASOLINA COMUM;13.626,00; -   ;13.626,00;3.570,78;10.055,22;25,22; -   ;10.030,00;3;13.626,00; -   ;13.626,00;3.570,78;10.055,22;25,22; -   ;10.030,00
POSTO TESTE - Matriz;24/05/2019;2;GASOLINA ADITIVADA;8.915,00; -   ;8.915,00;1.660,21;7.254,79; -   ;10,21;7.265,00;1;8.915,00; -   ;8.915,00;1.660,21;7.254,79; -   ;10,21;7.265,00
POSTO TESTE - Matriz;24/05/2019;3;ETANOL COMUM;6.813,00; -   ;6.813,00;1.566,28;5.246,72;3,72; -   ;5.243,00;2;6.813,00; -   ;6.813,00;1.566,28;5.246,72;3,72; -   ;5.243,00
POSTO TESTE - Matriz;24/05/2019;782;DIESEL B S10 COMUM;5.275,00; -   ;5.275,00;759,01;4.515,99;2,99; -   ;4.513,00;6;5.275,00; -   ;5.275,00;759,01;4.515,99;2,99; -   ;4.513,00
POSTO TESTE - Matriz;25/05/2019;1;GASOLINA COMUM;10.030,00;5.000,00;15.030,00;2.365,47;12.664,53;6,53; -   ;12.658,00;3;10.030,00;5.000,00;15.030,00;2.365,47;12.664,53;6,53; -   ;12.658,00
POSTO TESTE - Matriz;25/05/2019;2;GASOLINA ADITIVADA;7.265,00; -   ;7.265,00;1.438,89;5.826,11; -   ;28,89;5.855,00;1;7.265,00; -   ;7.265,00;1.438,89;5.826,11; -   ;28,89;5.855,00
POSTO TESTE - Matriz;25/05/2019;3;ETANOL COMUM;5.243,00;5.000,00;10.243,00;1.606,17;8.636,83; -   ;11,17;8.648,00;2;5.243,00;5.000,00;10.243,00;1.606,17;8.636,83; -   ;11,17;8.648,00
POSTO TESTE - Matriz;25/05/2019;782;DIESEL B S10 COMUM;4.513,00; -   ;4.513,00;604,07;3.908,93; -   ;14,07;3.923,00;6;4.513,00; -   ;4.513,00;604,07;3.908,93; -   ;14,07;3.923,00
POSTO TESTE - Matriz;26/05/2019;1;GASOLINA COMUM;12.658,00; -   ;12.658,00;2.483,37;10.174,63;4,63; -   ;10.170,00;3;12.658,00; -   ;12.658,00;2.483,37;10.174,63;4,63; -   ;10.170,00
POSTO TESTE - Matriz;26/05/2019;2;GASOLINA ADITIVADA;5.855,00; -   ;5.855,00;741,83;5.113,17;3,17; -   ;5.110,00;1;5.855,00; -   ;5.855,00;741,83;5.113,17;3,17; -   ;5.110,00
POSTO TESTE - Matriz;26/05/2019;3;ETANOL COMUM;8.648,00; -   ;8.648,00;1.395,77;7.252,23; -   ;19,77;7.272,00;2;8.648,00; -   ;8.648,00;1.395,77;7.252,23; -   ;19,77;7.272,00
POSTO TESTE - Matriz;26/05/2019;782;DIESEL B S10 COMUM;3.923,00; -   ;3.923,00;171,36;3.751,64; -   ;8,36;3.760,00;6;3.923,00; -   ;3.923,00;171,36;3.751,64; -   ;8,36;3.760,00
POSTO TESTE - Matriz;27/05/2019;1;GASOLINA COMUM;10.170,00;10.000,00;20.170,00;2.999,85;17.170,15; -   ;50,85;17.221,00;3;10.170,00;10.000,00;20.170,00;2.999,85;17.170,15; -   ;50,85;17.221,00
POSTO TESTE - Matriz;27/05/2019;2;GASOLINA ADITIVADA;5.110,00; -   ;5.110,00;1.198,58;3.911,42; -   ;16,58;3.928,00;1;5.110,00; -   ;5.110,00;1.198,58;3.911,42; -   ;16,58;3.928,00
POSTO TESTE - Matriz;27/05/2019;3;ETANOL COMUM;7.272,00; -   ;7.272,00;1.671,77;5.600,23; -   ;12,77;5.613,00;2;7.272,00; -   ;7.272,00;1.671,77;5.600,23; -   ;12,77;5.613,00
POSTO TESTE - Matriz;27/05/2019;782;DIESEL B S10 COMUM;3.760,00; -   ;3.760,00;798,65;2.961,35; -   ;8,65;2.970,00;6;3.760,00; -   ;3.760,00;798,65;2.961,35; -   ;8,65;2.970,00
POSTO TESTE - Matriz;28/05/2019;1;GASOLINA COMUM;17.221,00; -   ;17.221,00;2.529,80;14.691,20; -   ;7,4;14.699,00;3;17.221,00; -   ;17.221,00;2.529,80;14.691,20; -   ;7,4;14.699,00
POSTO TESTE - Matriz;28/05/2019;2;GASOLINA ADITIVADA;3.928,00; -   ;3.928,00;1.204,43;2.723,57; -   ;11,43;2.735,00;1;3.928,00; -   ;3.928,00;1.204,43;2.723,57; -   ;11,43;2.735,00
POSTO TESTE - Matriz;28/05/2019;3;ETANOL COMUM;5.613,00; -   ;5.613,00;1.662,26;3.950,74; -   ;16,27;3.967,00;2;5.613,00; -   ;5.613,00;1.662,26;3.950,74; -   ;16,27;3.967,00
POSTO TESTE - Matriz;28/05/2019;782;DIESEL B S10 COMUM;2.970,00; -   ;2.970,00;496,24;2.473,76; -   ;9,24;2.483,00;6;2.970,00; -   ;2.970,00;496,24;2.473,76; -   ;9,24;2.483,00
POSTO TESTE - Matriz;29/05/2019;1;GASOLINA COMUM;14.699,00; -   ;14.699,00;2.596,74;12.102,26;8,26; -   ;12.094,00;3;14.699,00; -   ;14.699,00;2.596,74;12.102,26;8,26; -   ;12.094,00
POSTO TESTE - Matriz;29/05/2019;2;GASOLINA ADITIVADA;2.735,00;5.000,00;7.735,00;1.309,07;6.425,93; -   ;32,07;6.458,00;1;2.735,00;5.000,00;7.735,00;1.309,07;6.425,93; -   ;32,07;6.458,00
POSTO TESTE - Matriz;29/05/2019;3;ETANOL COMUM;3.967,00;5.000,00;8.967,00;1.529,96;7.437,04; -   ;21,96;7.459,00;2;3.967,00;5.000,00;8.967,00;1.529,96;7.437,04; -   ;21,96;7.459,00
POSTO TESTE - Matriz;29/05/2019;782;DIESEL B S10 COMUM;2.483,00; -   ;2.483,00;547,09;1.935,91; -   ;1,09;1.937,00;6;2.483,00; -   ;2.483,00;547,09;1.935,91; -   ;1,09;1.937,00
POSTO TESTE - Matriz;30/05/2019;1;GASOLINA COMUM;12.094,00;5.000,00;17.094,00;2.777,89;14.316,11;6,11; -   ;14.310,00;3;12.094,00;5.000,00;17.094,00;2.777,89;14.316,11;6,11; -   ;14.310,00
POSTO TESTE - Matriz;30/05/2019;2;GASOLINA ADITIVADA;6.458,00; -   ;6.458,00;1.551,31;4.906,69; -   ;24,31;4.931,00;1;6.458,00; -   ;6.458,00;1.551,31;4.906,69; -   ;24,31;4.931,00
POSTO TESTE - Matriz;30/05/2019;3;ETANOL COMUM;7.459,00; -   ;7.459,00;1.981,75;5.477,25; -   ;12,75;5.490,00;2;7.459,00; -   ;7.459,00;1.981,75;5.477,25; -   ;12,75;5.490,00
POSTO TESTE - Matriz;30/05/2019;782;DIESEL B S10 COMUM;1.937,00;5.000,00;6.937,00;756,95;6.180,05; -   ;11,95;6.192,00;6;1.937,00;5.000,00;6.937,00;756,95;6.180,05; -   ;11,95;6.192,00
POSTO TESTE - Matriz;31/05/2019;1;GASOLINA COMUM;14.310,00; -   ;14.310,00;2.550,68;11.759,32;25; -   ;11.734,32;3;14.310,00; -   ;14.310,00;2.550,68;11.759,32;25; -   ;11.734,32
POSTO TESTE - Matriz;31/05/2019;2;GASOLINA ADITIVADA;4.931,00; -   ;4.931,00;1.862,22;3.068,78; -   ;11;3.079,78;1;4.931,00; -   ;4.931,00;1.862,22;3.068,78; -   ;11;3.079,78
